"Tweet" "Country" "Words" "AFScore" "BingScore" "NumWords" "AFINNcats"
"10639" "@teamof1985nsno A mate of mine had it for 3 weeks ge got tested for covid but they said it was a virus but a really bad one" "UK" "bad" -3 "negative" 1 "[-5;-3]"
"10649" "Read the ONS data, not covid minimalising propaganda videos." "UK" "propaganda" -2 "negative" 1 "(-3;-1]"
"10690" "UK falling behind most G7 countries in sharing Covid vaccines, figures show https://t.co/TeGdzqpVl6 

So much for Global Britain." "UK" "falling" -1 "negative" 1 "(-3;-1]"
"10691" "@Laurence_in_EU Seafood.... with added English..... Oomph. Like Covid, e coli etc etc" "UK" "like" 2 "positive" 1 "[1;3)"
"10693" "UK falling behind most G7 countries in sharing Covid vaccines, figures show https://t.co/obRGHhZUYA" "UK" "falling" -1 "negative" 1 "(-3;-1]"
"10703" "@STVLaura Yip the COVID booster was pretty sore" "UK" "pretty_sore" 0 "neutral" 2 "0"
"10721" "@CSbungo Covid.And fir someone who relies on trains to attend to my 86 yr old mum ,yes it will be difficult." "UK" "difficult_yes" 0 "negative" 2 "0"
"10742" "Sajid set to sack NHS staff who don't want experimental Covid injections https://t.co/STaX8Z4W8z" "UK" "want" 1 "negative" 1 "[1;3)"
"10749" "@AmyWamy78 @GlenGirl2 Some are undoubtedly in hospital for primary reasons other than Covid and the positive test is an incidental feature." "UK" "positive" 2 "positive" 1 "[1;3)"
"10753" "@thejoedoe1 Having it without the same covid restrictions as the rest of Scotland doesn't seem fair." "UK" "fair" 2 "positive" 1 "[1;3)"
"10754" "Ed Sheeran tests positive for Covid-19 a week before album release 

https://t.co/NKvAbEDjSU" "UK" "positive" 2 "positive" 1 "[1;3)"
"10772" "Can't die of COVID if you're already dead from a scorpion sting https://t.co/4gx0flN3qJ https://t.co/k5lWdhQ27x" "UK" "dead_die" -3 "negative" 2 "[-5;-3]"
"10784" "Noticing much more checking of Covid certs. Good to see the message getting through." "UK" "good" 3 "positive" 1 "[3;5]"
"10792" "I cannot believe my eyes. Do people not realise that COVID is still a real threat. @AliciaWaite11" "UK" "threat" -2 "negative" 1 "(-3;-1]"
"10794" "Actress suffers a stroke from blood-clot side effect from Covid jab https://t.co/P8eehwhYOr via @MailOnline" "UK" "suffers" -2 "negative" 1 "(-3;-1]"
"10795" "Natural or artificial?.. ..China Covid crackdown: All travel into Beijing BANNED- panic as outbreak ravages nation

https://t.co/LR610eviYc" "UK" "banned_natural_panic" -1 "negative" 3 "(-3;-1]"
"10878" "The Tory murderers have stolen those people's lives with their covid mismanagement and negligence.
@Conservatives https://t.co/UlHxxcut9t" "UK" "stolen" -2 "negative" 1 "(-3;-1]"
"10881" "Everyone will need booster shot - it's merely a question of when, top prof says https://t.co/Cwix0jeV3O" "UK" "top" 2 "positive" 1 "[1;3)"
"10882" "Army was on call to deal with the fuel fiasco. Why arent they being used to get covid booster jabs into peoples arms?!" "UK" "fiasco" -3 "negative" 1 "[-5;-3]"
"10883" "Thailand - Covid-19 in prison: outbreaks from overcrowding now subsiding https://t.co/41UPeHO3DW" "UK" "prison" -2 "negative" 1 "(-3;-1]"
"10886" "@Psythor I control all of my stuff directly through the NHS App, it is very good (not the Covid one)  xx" "UK" "good" 3 "positive" 1 "[3;5]"
"10888" "COVID pandemic emergency https://t.co/N9w9j0XSAU" "UK" "emergency" -2 "negative" 1 "(-3;-1]"
"10890" "Scorpion sting could save lives from Covid-19, scientist says  https://t.co/ppyLmyUcB8" "UK" "save" 2 "negative" 1 "[1;3)"
"10902" "@JillGore8 Covid will be around seeking out those who deny it exists and thriving on those who do nothing to stop it
for many years" "UK" "deny_stop" -2 "neutral" 2 "(-3;-1]"
"10918" "Back from taking a PCR test after someone I know tested positive for Covid. Fingers crossed it comes back negative!" "UK" "negative_positive" 0 "neutral" 2 "0"
"10924" "@NualaBugeye Someone said, don't worry about Covid so much, now we'll have cholera as well..." "UK" "worry" -3 "neutral" 1 "[-5;-3]"
"10930" "Another important step towards the development of successful COVID-19 therapeutics: https://t.co/pOuzztNxIs" "UK" "important_successful" 2 "positive" 2 "[1;3)"
"10931" "@Stayathomemum6 Means more people will be dead by poisoning from sewage in the water. Quicker. So the figures for Covid will drop." "UK" "dead_drop" -2 "neutral" 2 "(-3;-1]"
"10933" "Hillary Clinton demands Boris 'mandate vaccines' and wants those refusing jabs sacked https://t.co/ZV97XL8LB2" "UK" "demands_refusing" -2 "negative" 2 "(-3;-1]"
"10946" "@GBates76034889 @SquirrelCyril @LBC @NIAbbot They already had that before covid. It's called DNA. Not everything is a conspiracy." "UK" "conspiracy" -3 "negative" 1 "[-5;-3]"
"10948" "NEWS: A third of all those on the committee have tested positive for Covid. #iwnews #IsleofWight #Coronavirus 

https://t.co/fCaeR6AG6Q" "UK" "positive" 2 "positive" 1 "[1;3)"
"10957" "Study reveals how COVID-19 can directly damage brain cells https://t.co/k293LBRYVf" "UK" "damage" -3 "negative" 1 "[-5;-3]"
"10962" "What a vile, disgusting, waste of space she is. Hitler would have been so proud of her.
 https://t.co/XdhqmAO8KC" "UK" "disgusting_proud_vile_waste" -1 "negative" 4 "(-3;-1]"
"10982" "Always nice to get a quick answer. https://t.co/oeMFwqQOVQ" "UK" "nice" 3 "positive" 1 "[3;5]"
"10999" "#Newbury now in new #COVID hotspot. Looks like that Wolverhampton lab f*** up had quite a it of an impact! https://t.co/UUgZeLpatp" "UK" "like" 2 "positive" 1 "[1;3)"
"11007" "NHS in deep crisis as Covid-19 cases allowed to spread unchecked https://t.co/vScYoOCrtK via @SocialistWorker" "UK" "crisis" -3 "negative" 1 "[-5;-3]"
"11012" "Top-up Covid vaccines will be available to over-50s without appointment https://t.co/okxLC6od6a" "UK" "top" 2 "positive" 1 "[1;3)"
"11033" "@darrengrimes_ Well they have no taste buds due your disinformation on Covid." "UK" "no" -1 "positive" 1 "(-3;-1]"
"11036" "I thought that after 10 days of Covid symptoms, I'd be almost over it. It seems I was wrong. *Cries*. Horrible virus." "UK" "cries_horrible_wrong" -2 "negative" 3 "(-3;-1]"
"11038" "Literally patching up Covid-19 vaccine: Skin patch could work better than injections | New Scientist https://t.co/LqMZvmZLLB" "UK" "better" 2 "positive" 1 "[1;3)"
"11045" "Off to the doctors today with my N95 mask, hand sanitiser and gloves. Wish me luck avoiding the covid.
#COVID19" "UK" "luck_wish" 2 "positive" 2 "[1;3)"
"11053" "@michaelmina_lab @Idontmind64 Except that no Covid strain has a vaccine." "UK" "no" -1 "negative" 1 "(-3;-1]"
"11058" "No information available on-line yet about where these are available in my area. https://t.co/1y6hytyFOM" "UK" "no" -1 "positive" 1 "(-3;-1]"
"11086" "@AlecHitchman1 Last I heard he had tested positive for Covid 19." "UK" "positive" 2 "positive" 1 "[1;3)"
"11087" "The covid cult is alive and well https://t.co/arAmGSf6x9" "UK" "alive" 1 "positive" 1 "[1;3)"
"11110" "News Roundup: School boards under attack; COVID-19 boosters; music for a spooky Halloween https://t.co/8Jrel9tJzR" "UK" "attack" -1 "negative" 1 "(-3;-1]"
"11132" "@Ian_Burnett_ It will join the public energy company. They will blame Westminster The Tories  Brexit &amp; covid..." "UK" "blame_join" 0 "negative" 2 "0"
"11133" "Anyone else suffering from symptoms of long covid?" "UK" "suffering" -2 "negative" 1 "(-3;-1]"
"11140" "They are charging the lunatic from Brazil with crimes against humanity over his Covid response...HINT HINT! https://t.co/6OX2PgHJe7" "UK" "lunatic" -3 "negative" 1 "[-5;-3]"
"11152" "@adilray His twitter feed is a joke..Trumo supporter  Covid-19 denier..should not be allowed a twitter account." "UK" "denier_joke_supporter" 0 "neutral" 3 "0"
"11172" "@_Andy_Boyd_ Was it \"covid\" or good old fashioned cold/flu.." "UK" "flu_good" 0 "neutral" 2 "0"
"11181" "You might give flu and COVID-19 to your family and patients without having symptoms. https://t.co/bfecAobdAt" "UK" "flu" -2 "negative" 1 "(-3;-1]"
"11183" "Greater Manchester's latest borough by borough coronavirus infection rates
https://t.co/FxbMVkAWYH" "UK" "greater" 3 "negative" 1 "[3;5]"
"11189" "Extra support for Suffolk to tackle rising Covid cases https://t.co/RWdBWqW3Wi" "UK" "support" 2 "positive" 1 "[1;3)"
"11210" "@Susiean22272310 I am trying but these new covid masks are a pain xxx https://t.co/HzDJXgsGId" "UK" "pain" -2 "negative" 1 "(-3;-1]"
"11216" "@Ryanair If you want to queue up for 2 hours and catch covid in the process - @ryanair joke https://t.co/H2EFvH8zjT" "UK" "joke_want" 2 "negative" 2 "[1;3)"
"11217" "Well I'm assuming Covid/the bad weather was the reason why there were no Halloween knocks on the door yesterday" "UK" "bad_no" -2 "neutral" 2 "(-3;-1]"
"11224" "In a bad bad way off that Covid" "UK" "bad" -3 "negative" 1 "[-5;-3]"
"11226" "COVID : UK FAILURE https://t.co/aQoSpXwYHL" "UK" "failure" -2 "negative" 1 "(-3;-1]"
"11232" "@Ryanair Helping Covid. What a joke. https://t.co/ZRjEr63FBE" "UK" "helping_joke" 2 "neutral" 2 "[1;3)"
"11246" "@Ryanair @askryanair @ryanair - helping covid - what a joke. https://t.co/iKnmzXE6rw" "UK" "helping_joke" 2 "neutral" 2 "[1;3)"
"11247" "@sajidjavid Florida does better than the rest without vaccines
https://t.co/cLfDw3tBYL" "UK" "better" 2 "positive" 1 "[1;3)"
"11262" "Revellers in ghoulish costumes celebrate first Halloween without Covid curbs in 2 years https://t.co/tPSoE7cCvR" "UK" "celebrate" 3 "positive" 1 "[3;5]"
"11282" "The #G20 leaders \"actions\" on COVID are frankly pathetic https://t.co/MYeIbkJYrM" "UK" "pathetic" -2 "negative" 1 "(-3;-1]"
"11286" "Covid booster jabs available at walk-in sites in England. Amazing that Wales and Scotland are different  https://t.co/p7h7scwHRn" "UK" "amazing" 4 "positive" 1 "[3;5]"
"11298" "Jon Bon Jovi and Bryan Adams test positive for Covid despite being fully vaccinated https://t.co/SfO4nJTfOj" "UK" "positive" 2 "positive" 1 "[1;3)"
"11326" "New post: Covid Travel Certificate Scam https://t.co/Wt7HqZLfZe" "UK" "scam" -2 "negative" 1 "(-3;-1]"
"11336" "@BeALionAndRoar What and be ill with covid or this super cold the vaxed are coming down with ? No thanks" "UK" "ill_no_super_thanks" 0 "neutral" 4 "0"
"11355" "No SW20 Country this week. My youngest has Covid and while I am negative, I am feeling under the weather. 

Back as normal next week!" "UK" "feeling_negative_no" -1 "negative" 3 "(-3;-1]"
"11364" "My guy has had COVID twice since getting jabbed and still beating the drum. 

Embarrassing. https://t.co/5bfpu4M2QL" "UK" "beating_embarrassing" -2 "negative" 2 "(-3;-1]"
"11366" "Pressure Grows on G20 Nations to Get Covid Vaccines to the Poor https://t.co/Yx3BsiXcjQ" "UK" "poor_pressure" -2 "negative" 2 "(-3;-1]"
"11369" "@evolvedpeasant @Grouse_Beater The gloss over 

when brexit is over..
when covid is over..
when climate is over...
when hell freezes over,,," "UK" "hell" -4 "negative" 1 "[-5;-3]"
"11383" "2021 COVID-19 Vaccine Rollouts are Associated with Worldwide Increases in COVID-19 Death Rates above 2020 Levels https://t.co/am34U7GDJZ" "UK" "death" -2 "negative" 1 "(-3;-1]"
"11385" "\"Australians allowed to return home as strict border rules ease.\" by BY YAN ZHUANG via NYT New York Times https://t.co/9TwXz8gxiN" "UK" "ease" 2 "neutral" 1 "[1;3)"
"11392" "@CNBC I smell bullshit.... nothing to do with covid bollox then" "UK" "bullshit" -4 "negative" 1 "[-5;-3]"
"11433" "Question. 

Is the booster recorded on the NHS Covid pass?    

Thank you" "UK" "thank" 2 "positive" 1 "[1;3)"
"11454" "#bbcbreakfast Sajid Covid is trying to destroy the NHS..

Have you not realised it yet?" "UK" "destroy" -3 "negative" 1 "[-5;-3]"
"11458" "@arampell One insane stat which I can't be bothered to look up because life is short - is I think smoking reduces risk of catching CoVid." "UK" "bothered_insane_risk" -2 "negative" 3 "(-3;-1]"
"11467" "Brighter future beckons for Moray Reach Out as Covid restrictions ease https://t.co/JJI2bn0Yp0" "UK" "ease_reach" 2 "positive" 2 "[1;3)"
"11479" "@implausibleblog Oooo, I love love love Mauritius. I'd happily be there today :)  And apparently, they have done very well on #COVID too." "UK" "love" 3 "positive" 1 "[3;5]"
"11481" "Edinburgh neighbourhood sees worst Covid rates in the city
https://t.co/kDrtAxNn2e" "UK" "worst" -3 "negative" 1 "[-5;-3]"
"11511" "Covid booster jabs will be available to over-50s without appointment https://t.co/wgKeURFD5p via @MailOnline. No thanks." "UK" "no_thanks" 0 "positive" 2 "0"
"11517" "Pro-vaccine Fox News host receives support from CNN anchor over death threats 
https://t.co/8uT0Msi8Nr 
via PdP" "UK" "death_support_threats" -1 "negative" 3 "(-3;-1]"
"11519" "@VRobertsMUA NO, he was and will never be a COVID statistic, he was YOUR DAD
 My heartfelt condolences. X" "UK" "heartfelt_no" 1 "positive" 2 "[1;3)"
"11524" "@Steve_Dicko21 @Strawman_69 @davidkurten Yep, after having had Covid he struggled to get back to full fitness before the Barca move" "UK" "fitness_struggled" 0 "negative" 2 "0"
"11526" "Opinion: Innovation is a key part of tackling the climate crisis https://t.co/EZgYDnMWgJ" "UK" "crisis_innovation" -1 "neutral" 2 "(-3;-1]"
"11527" "Disadvantaged pupils in England lag behind in Covid learning catch-up https://t.co/GYet5Mftmt" "UK" "disadvantaged_lag" -2 "negative" 2 "(-3;-1]"
"11536" "South Korea starts to ease curbs on the pandemic, but introducing Covid passports. https://t.co/6yBwKGNYmR" "UK" "ease" 2 "positive" 1 "[1;3)"
"11544" "It's good to see just how worried they are about Covid. https://t.co/wANbePSYFv" "UK" "good_worried" 0 "neutral" 2 "0"
"11546" "@TinaBob17 I work on a Covid-19 ventilator ward..
2 of my patients died yesterday. 
I wear a mask." "UK" "died" -3 "neutral" 1 "[-5;-3]"
"11565" "Prosecutions of company directors jump by 205 per cent as crackdown on Covid fraud begins https://t.co/Fm668XPy7L" "UK" "fraud" -4 "negative" 1 "[-5;-3]"
"11580" "Prosecutions of company directors jump by 205 per cent as crackdown on Covid fraud begins https://t.co/vtSeB67bak https://t.co/dWgq8uDCSL" "UK" "fraud" -4 "negative" 1 "[-5;-3]"
"11587" "@bethmooring1 Rib injury,covid, no longer has alioski on overlap and a general drop in confidence" "UK" "confidence_drop_injury_no" 0 "neutral" 4 "0"
"11590" "WH Press Secretary Jen Psaki tests Covid positive https://t.co/mcDEf6S1Cl via @Asian Independent https://t.co/EVZpLllcmb" "UK" "positive" 2 "positive" 1 "[1;3)"
"11598" "Covid: Extra support for Suffolk to tackle rising cases https://t.co/zrsAUg9PjI" "UK" "support" 2 "positive" 1 "[1;3)"
"11599" "Covid: Extra support for Suffolk to tackle rising cases https://t.co/nGt3ut6IOj" "UK" "support" 2 "positive" 1 "[1;3)"
"11601" "@BBCGaryR Follow his example obviously. Fly everywhere. Break all covid restrictions. Tell others how important it is to save his Duchy." "UK" "important_save" 2 "neutral" 2 "[1;3)"
"11617" "What Everyone Gets Wrong About the Never-Ending COVID-19 Supply Chain Crisis

https://t.co/rms3dr5ZI0

#supply  #global #supplychain" "UK" "crisis_wrong" -2 "negative" 2 "(-3;-1]"
"11647" "Jon Bon Jovi and Bryan Adams cancel gigs after testing positive for COVID-19 https://t.co/wbcrnwYDpD #breakingnews #music #stageplayerplus" "UK" "cancel_positive" 0 "positive" 2 "0"
"11655" "COVID: China urges US to 'stop attacking' Beijing over virus origins 
https://t.co/HWiKLIW8Ay
via PdP" "UK" "attacking_stop" -1 "negative" 2 "(-3;-1]"
"11662" "@BBCNews Cmon twitter is it brexit or covid to blame?" "UK" "blame" -2 "negative" 1 "(-3;-1]"
"11673" "Jon Bon Jovi and Bryan Adams cancel gigs after testing positive for COVID-19 https://t.co/PxxpOLP4D0 https://t.co/kerxZfa7mI" "UK" "cancel_positive" 0 "positive" 2 "0"
"11676" "@niadavies90 Thank you for everything! You have been amazing, especially with the year we had with Covid. Good luck Nia." "UK" "amazing_good_luck_thank" 3 "positive" 4 "[3;5]"
"11686" "JUST IN - Fully vaccinated White House press secretary Jen Psaki tests positive for COVID-19.

@disclosetv" "UK" "positive" 2 "positive" 1 "[1;3)"
"11693" "David Hare furious at BBC after it rejects his Covid play, starring Ralph Fiennes https://t.co/rXLp6wCCup" "UK" "furious_rejects" -2 "negative" 2 "(-3;-1]"
"11696" "Tennessee Lawmakers Vote to Ban COVID-19 Vaccine Passports, Restrict Mask Mandates

https://t.co/ECGuudB3hA" "UK" "ban_restrict" -2 "negative" 2 "(-3;-1]"
"11698" "Liberal senator Gerard Rennick to withhold vote in protest against Covid vaccine mandates https://t.co/etIil27Uuq" "UK" "protest" -2 "negative" 1 "(-3;-1]"
"11706" "Singapore is \"making progress\" in its battle against COVID-19, said Prime Minister Lee Hsien Loong. https://t.co/5LfCTXla6w" "UK" "battle_progress" 0 "positive" 2 "0"
"11709" "@itmeJP Ezreal/yumi there's a lot of toxic botlanes I typically avoid it like covid" "UK" "avoid_like" 0 "neutral" 2 "0"
"11712" "@davidwdowdy @TheLancet Covid is endemic now.  We should not be vaccinating healthy people, certainly not kids." "UK" "healthy" 2 "positive" 1 "[1;3)"
"11722" "Covid-19 and no paid leave: Why women are quitting the workforce for good https://t.co/rpeYgRL39W" "UK" "good_leave_no" 0 "positive" 3 "0"
